,age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,workclass_cat,education_cat,marital-status_cat,occupation_cat,relationship_cat,race_cat,native-country_cat,Education_is_high,middle_age_man,is_US,working_less_or_more_4,working_vs_ocuppation_test,husband_wife,occupation_2,y_new_pred
652,51,Private,162745,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,50,United-States,1,0,0,0,0,0,1,False,0,True,3,3,1,0,1
653,40,Private,137142,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1,0,0,4,0,0,1,False,0,True,1,0,1,0,0
654,38,State-gov,34180,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,4,6,0,5,0,0,1,False,0,True,1,0,1,0,0
655,26,Private,182380,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,1,0,2,0,2,0,1,False,0,True,1,0,0,0,0
656,59,Private,91384,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,1,7,0,3,0,0,1,True,0,True,3,6,1,0,1
657,60,State-gov,234854,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,4,7,0,3,0,0,1,True,0,True,1,0,1,0,1
658,30,Private,195488,HS-grad,9,Never-married,Priv-house-serv,Own-child,White,Female,0,0,40,Guatemala,1,0,1,12,1,0,24,False,0,False,1,0,0,0,0
659,26,Private,288592,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,1,0,1,6,2,0,1,False,0,True,1,0,0,0,0
660,37,Private,176073,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,1,6,2,0,2,0,1,False,0,True,3,3,0,0,0
661,39,Private,190987,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,50,United-States,1,11,2,6,3,0,1,False,0,True,3,0,0,0,0
662,25,State-gov,117833,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,19,United-States,4,6,0,5,5,0,1,False,0,True,0,0,1,0,0
663,36,Self-emp-not-inc,164526,Masters,14,Never-married,Sales,Not-in-family,White,Male,10520,0,45,United-States,0,5,1,4,2,0,1,True,0,True,3,0,0,0,1
664,63,Self-emp-inc,110890,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,70,United-States,2,5,2,3,2,0,1,True,0,True,3,6,0,0,0
665,41,Private,228847,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1,6,0,4,0,0,1,False,0,True,1,0,1,0,0
666,49,Self-emp-inc,44671,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,2,1,0,0,0,0,1,False,0,True,1,0,1,0,0
667,66,Private,185336,HS-grad,9,Widowed,Sales,Other-relative,White,Female,0,0,35,United-States,1,0,3,4,4,0,1,False,0,True,1,0,0,0,0
668,21,Private,129350,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,1,6,1,4,1,0,1,False,0,True,1,0,0,0,0
669,52,Local-gov,136175,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,35,United-States,5,6,0,8,0,0,1,False,0,True,1,0,1,0,0
670,49,Private,107399,HS-grad,9,Separated,Sales,Unmarried,White,Female,0,0,40,United-States,1,0,4,4,3,0,1,False,0,True,1,0,0,0,0
671,46,Private,138370,7th-8th,4,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,1651,40,China,1,8,0,10,0,4,15,False,0,False,1,0,1,0,0
672,26,Private,167848,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,1,0,1,7,2,1,1,False,0,True,1,0,0,0,0
673,45,Local-gov,318280,HS-grad,9,Widowed,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,5,0,3,8,2,0,1,False,0,True,1,0,0,0,0
674,23,Private,216811,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,16,United-States,1,0,1,7,1,0,1,False,0,True,0,0,0,0,0
675,45,Private,186256,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,1,0,2,0,2,0,1,False,0,True,1,0,0,0,0
676,61,Federal-gov,160155,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,3,6,0,5,0,0,1,False,0,True,1,0,1,0,0
677,41,Private,210259,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,37,United-States,1,6,2,6,3,1,1,False,0,True,1,0,0,0,0
678,27,Private,240809,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,56,United-States,1,6,1,6,2,0,1,False,0,True,3,0,0,0,0
679,25,Private,224361,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,1,0,1,10,2,0,1,False,0,True,1,0,0,0,0
680,82,Self-emp-not-inc,240491,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Cuba,0,0,0,0,0,0,20,False,0,False,1,0,1,0,0
681,36,Private,77820,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,6,0,0,0,0,1,False,0,True,1,0,1,0,0
682,55,Private,125000,Masters,14,Divorced,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,1,5,2,5,3,0,1,True,0,True,1,0,0,0,0
683,23,Private,182117,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,1,6,1,10,1,0,1,False,0,True,1,0,0,0,0
684,53,Private,126368,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,1,6,1,6,2,0,1,False,0,True,3,0,0,0,0
685,36,Local-gov,61778,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,5,0,0,3,0,0,1,False,0,True,1,0,1,0,1
686,32,State-gov,253354,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,4,5,0,3,0,0,1,True,0,True,3,6,1,0,0
687,41,Private,176069,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,1,0,4,7,3,0,1,False,0,True,1,0,0,0,0
688,36,Private,68089,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,1,0,1,7,3,2,1,False,0,True,1,0,0,0,0
689,27,Private,330132,Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,1,3,0,9,5,0,1,False,0,True,1,0,1,0,0
690,34,Private,164190,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,38,United-States,1,6,0,3,0,0,1,False,0,True,1,0,1,0,0
691,37,Self-emp-not-inc,42044,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,84,United-States,0,6,0,2,0,0,1,False,0,True,2,0,1,0,0
692,47,Private,194772,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1,11,0,7,0,0,1,False,0,True,1,0,1,0,0
693,29,Private,277342,Some-college,10,Never-married,Transport-moving,Unmarried,White,Male,0,0,40,United-States,1,6,1,11,3,0,1,False,0,True,1,0,0,0,0
694,52,Private,224198,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,51,United-States,1,0,2,4,2,0,1,False,0,True,3,0,0,0,0
695,39,Private,226894,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,1,0,0,1,0,1,1,False,0,True,1,0,1,0,0
696,65,Private,187493,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051,0,40,Germany,1,5,0,3,0,0,25,True,0,False,1,0,1,0,1
697,22,Private,38707,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,1,6,1,10,1,0,1,False,0,True,0,0,0,0,0
698,80,Self-emp-inc,120796,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,2,0,0,5,0,0,1,False,0,True,1,0,1,0,0
699,52,Private,225317,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,1,15,0,0,0,0,2,False,0,False,1,0,1,0,0
700,54,Local-gov,375134,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,5,11,2,0,2,0,1,False,0,True,1,0,0,0,0
701,49,Private,248895,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,1,0,0,7,0,0,1,False,0,True,3,0,1,0,0
702,42,Self-emp-inc,369781,7th-8th,4,Divorced,Craft-repair,Unmarried,White,Male,0,0,25,United-States,2,8,2,0,3,0,1,False,0,True,0,0,0,0,0
703,38,State-gov,318886,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,52,United-States,4,3,0,8,0,1,1,False,0,True,3,0,1,0,0
704,36,Private,34364,Assoc-acdm,12,Separated,Tech-support,Not-in-family,White,Female,0,0,3,United-States,1,1,4,9,2,0,1,False,0,True,0,0,0,0,0
705,38,Self-emp-inc,148287,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,2,5,0,5,0,0,1,True,0,True,3,8,1,0,1
706,46,Private,358886,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1,0,0,7,0,0,1,False,0,True,1,0,1,0,0
707,17,Private,286960,11th,7,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,1,12,1,3,1,0,1,False,0,True,1,0,0,0,0
708,29,Self-emp-inc,190450,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,Germany,2,0,0,4,0,4,25,False,0,False,1,0,1,0,0
709,24,Private,181820,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,45,United-States,1,6,1,2,2,0,1,False,0,True,3,0,0,0,0
710,36,Private,81896,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,1,3,1,3,2,0,1,False,0,True,3,6,0,0,0
711,58,Private,196643,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,15,United-States,1,0,2,4,2,0,1,False,0,True,0,0,0,0,0
712,30,Local-gov,183000,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,5,5,0,3,0,0,1,True,0,True,3,6,1,0,0
713,45,State-gov,320818,Some-college,10,Married-spouse-absent,Other-service,Other-relative,Black,Male,0,0,40,Haiti,4,6,5,10,4,1,26,False,0,False,1,0,0,0,0
714,25,Private,175382,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,45,United-States,1,0,1,6,2,0,1,False,0,True,3,0,0,0,0
715,71,Private,148003,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,1911,38,United-States,1,3,2,4,2,0,1,False,0,True,1,0,0,0,0
716,21,Private,190761,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,70,United-States,1,9,0,2,0,0,1,False,0,True,3,0,1,0,0
717,25,Private,154210,11th,7,Married-spouse-absent,Sales,Own-child,Asian-Pac-Islander,Male,0,0,35,India,1,12,5,4,1,4,23,False,0,False,1,0,0,0,0
718,44,Private,267717,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,45,United-States,1,5,0,0,0,0,1,True,0,True,3,3,1,0,1
719,39,Private,230329,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,1,0,0,0,0,0,1,False,0,True,1,0,1,0,0
720,68,Private,123653,5th-6th,3,Separated,Other-service,Not-in-family,White,Male,0,0,12,Italy,1,15,4,10,2,0,12,False,0,False,0,0,0,0,0
721,18,Private,192409,12th,8,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,1,2,1,10,1,0,1,False,0,True,0,0,0,0,0
722,23,Private,185106,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States,1,0,1,1,1,1,1,False,0,True,1,0,0,0,0
723,25,Private,231638,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,1,0,1,6,1,0,1,False,0,True,1,0,0,0,0
724,46,Self-emp-inc,181413,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,2,1,0,5,5,0,1,False,0,True,1,0,1,0,0
725,26,Private,250038,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1,6,0,6,0,0,1,False,0,True,1,0,1,0,0
726,42,Private,155972,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,1,0,0,1,0,0,1,False,0,True,1,0,1,0,0
727,42,Private,29702,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1,9,0,7,0,0,1,False,0,True,1,0,1,0,0
728,28,Self-emp-not-inc,35032,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,0,3,1,5,2,0,1,False,0,True,3,8,0,0,0
729,30,Private,119422,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,1,11,0,11,0,0,1,False,0,True,1,0,1,0,0
730,30,Private,258170,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,1,0,2,6,2,0,1,False,0,True,1,0,0,0,0
731,22,Private,220603,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,1,6,1,4,1,0,1,False,0,True,0,0,0,0,0
732,19,Private,378114,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,25,United-States,1,0,0,0,0,0,1,False,0,True,0,0,1,0,0
733,31,Private,172304,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1,6,0,0,0,0,1,False,0,True,3,3,1,0,0
734,28,Private,215955,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,0,0,0,0,0,1,False,0,True,1,0,1,0,0
735,46,Private,119939,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,12,0,0,0,0,1,False,0,True,1,0,1,0,0
736,44,Private,209174,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,1,3,0,5,0,0,1,False,0,True,3,8,1,0,0
737,36,Private,300373,10th,6,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,1,9,2,7,3,1,1,False,0,True,1,0,0,0,0
738,42,Private,231832,Some-college,10,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,45,United-States,1,6,0,7,5,0,1,False,0,True,3,0,1,0,0
739,50,Private,107265,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,1,0,0,11,0,0,1,False,0,True,3,0,1,0,0
740,48,Private,195491,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,30,United-States,1,0,2,4,2,0,1,False,0,True,0,0,0,0,0
741,31,Private,197860,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,1,0,1,10,2,0,1,False,0,True,1,0,0,0,0
742,52,Self-emp-not-inc,77336,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,11,0,0,0,0,1,False,0,True,1,0,1,0,0
743,28,Self-emp-not-inc,107458,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,45,United-States,0,0,1,0,1,0,1,False,0,True,3,3,0,0,0
744,51,Local-gov,176813,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,5,1,0,3,0,0,1,False,0,True,3,6,1,0,0
745,30,Private,169583,Bachelors,13,Married-AF-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,1,3,6,5,5,0,1,False,0,True,1,0,1,0,0
746,18,Private,150817,12th,8,Never-married,Protective-serv,Own-child,White,Female,0,0,45,United-States,1,2,1,8,1,0,1,False,0,True,3,0,0,0,0
747,58,State-gov,299680,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,15024,0,43,United-States,4,5,0,6,0,0,1,True,0,True,3,0,1,0,1
748,33,Private,220939,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,7298,0,45,United-States,1,0,0,4,0,0,1,False,0,True,3,0,1,0,1
749,38,Self-emp-inc,66687,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,50,Portugal,2,0,0,5,0,0,0,False,0,False,3,8,1,0,1
750,64,Private,187601,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,1,6,3,6,2,0,1,False,0,True,1,0,0,0,0
751,25,Private,108779,Masters,14,Separated,Other-service,Own-child,White,Female,0,0,40,United-States,1,5,4,10,1,0,1,True,0,True,1,0,0,0,0
752,29,State-gov,303446,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,25,Nicaragua,4,3,0,3,0,0,17,False,0,False,0,0,1,0,0
753,25,Private,109609,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,25,United-States,1,6,1,10,2,0,1,False,0,True,0,0,0,0,0
754,56,Private,67153,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1,7,0,5,0,0,1,True,0,True,3,8,1,0,0
755,29,State-gov,133846,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,4,6,1,10,1,0,1,False,0,True,1,0,0,0,0
756,54,Private,457237,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1,5,0,4,0,0,1,True,0,True,1,0,1,0,0
757,28,Private,73037,10th,6,Never-married,Transport-moving,Unmarried,White,Male,0,0,30,United-States,1,9,1,11,3,0,1,False,0,True,0,0,0,0,0
758,65,Federal-gov,44807,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,48,United-States,3,6,0,6,0,0,1,False,0,True,3,0,1,0,0
759,61,Self-emp-not-inc,127198,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Germany,0,0,0,0,0,0,25,False,0,False,1,0,1,0,0
760,59,State-gov,109567,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,4,6,0,5,0,0,1,False,0,True,1,0,1,0,0
761,45,Private,170846,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,1,11,0,5,5,0,1,False,0,True,1,0,1,0,0
762,49,Private,160187,9th,5,Married-spouse-absent,Other-service,Not-in-family,Black,Female,0,0,16,Jamaica,1,13,5,10,2,1,11,False,0,False,0,0,0,0,0
763,25,Private,120238,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,5178,0,40,Poland,1,12,0,11,0,0,4,False,0,False,1,0,1,0,0
764,43,Local-gov,143046,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,20,United-States,5,6,2,10,3,0,1,False,0,True,0,0,0,0,0
765,52,Private,204322,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,5013,0,40,United-States,1,11,0,9,0,0,1,False,0,True,1,0,1,0,0
766,33,Private,323619,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,1,6,1,6,3,0,1,False,0,True,1,0,0,0,0
767,26,Private,177720,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,0,0,45,United-States,1,1,2,3,3,0,1,False,0,True,3,6,0,0,0
768,31,Private,93106,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,1,11,1,6,2,0,1,False,0,True,1,0,0,0,0
769,26,Private,383306,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,2,0,0,0,0,1,False,0,True,1,0,1,0,0
770,29,Self-emp-not-inc,33798,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,0,0,0,11,0,0,1,False,0,True,3,0,1,0,0
771,44,Private,129100,11th,7,Separated,Other-service,Unmarried,Black,Female,0,0,60,United-States,1,12,4,10,3,1,1,False,0,True,3,13,0,0,0
772,51,Private,202752,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,1,0,1,0,2,1,1,False,0,True,1,0,0,0,0
773,65,Local-gov,200764,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,16,United-States,5,0,2,6,2,0,1,False,0,True,0,0,0,0,0
774,39,Private,144169,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1,0,0,4,0,0,1,False,0,True,3,0,1,0,0
775,36,Private,175360,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Male,13550,0,50,United-States,1,5,1,6,2,0,1,True,0,True,3,0,0,0,1
776,26,Self-emp-not-inc,109609,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,0,6,4,0,2,0,1,False,0,True,0,0,0,0,0
777,44,Self-emp-not-inc,157217,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,42,United-States,0,3,1,4,2,0,1,False,0,True,1,0,0,0,0
778,31,Private,102270,7th-8th,4,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,1,8,2,7,3,0,1,False,0,True,1,0,0,0,0
779,30,Private,143766,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,1,6,1,0,2,0,1,False,0,True,1,0,0,0,0
780,67,Self-emp-not-inc,178878,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,12,United-States,0,8,0,2,0,0,1,False,0,True,0,0,1,0,0
781,41,Private,106679,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,27828,0,50,United-States,1,5,1,5,2,0,1,True,0,True,3,8,0,0,1
782,25,Private,213412,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1,6,0,4,0,0,1,False,0,True,1,0,1,0,0
783,35,Local-gov,433602,HS-grad,9,Never-married,Sales,Own-child,Black,Male,0,0,38,United-States,5,0,1,4,1,1,1,False,0,True,1,0,0,0,0
784,24,Private,124242,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,1,0,1,6,1,0,1,False,0,True,1,0,0,0,0
785,36,State-gov,77146,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,4,5,1,3,2,0,1,True,0,True,1,0,0,0,0
786,20,Private,186014,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,38,United-States,1,0,1,10,2,0,1,False,0,True,1,0,0,0,0
787,21,Private,77572,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Female,0,0,34,South,1,0,1,1,2,4,27,False,0,False,0,0,0,0,0
788,35,Private,465326,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1,3,0,4,0,0,1,False,0,True,1,0,1,0,0
789,37,Private,314963,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1,6,0,7,0,0,1,False,0,True,1,0,1,0,0
790,51,Private,97180,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,15,United-States,1,0,2,10,3,0,1,False,0,True,0,0,0,0,0
791,22,Self-emp-not-inc,199011,HS-grad,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,20,United-States,0,0,1,0,4,0,1,False,0,True,0,0,0,0,0
792,29,Private,206351,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,1,3,1,3,2,0,1,False,0,True,1,0,0,0,0
793,59,Private,118358,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,0,0,0,0,0,1,False,0,True,1,0,1,0,0
794,38,Private,210438,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,1,0,0,7,0,1,1,False,0,True,1,0,1,0,0
795,35,Local-gov,160728,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,5,5,0,3,0,0,1,True,0,True,3,6,1,0,1
796,32,Private,211349,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,1,9,0,11,0,0,1,False,0,True,1,0,1,0,0
797,31,Private,113364,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,55,United-States,1,1,0,7,0,0,1,False,0,True,3,0,1,0,0
798,53,Private,47396,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,0,0,0,0,0,1,False,0,True,1,0,1,0,0
799,33,Private,243266,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Dominican-Republic,1,5,0,5,0,0,28,True,0,False,1,0,1,0,0
800,59,Private,194290,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,48,United-States,1,0,0,2,0,0,1,False,0,True,3,0,1,0,0
801,45,Local-gov,37306,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,5,3,0,3,0,0,1,False,0,True,3,6,1,0,0
802,65,State-gov,215908,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,2174,40,United-States,4,0,0,6,0,0,1,False,0,True,1,0,1,0,0
803,46,Private,171199,Bachelors,13,Divorced,Machine-op-inspct,Unmarried,Other,Female,0,0,40,Puerto-Rico,1,3,2,7,3,3,6,False,0,False,1,0,0,0,0
804,23,Private,234663,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,1,0,1,7,2,0,1,False,0,True,1,0,0,0,0
805,60,Self-emp-not-inc,52900,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States,0,0,0,0,0,0,1,False,0,True,1,0,1,0,0
806,22,Local-gov,289982,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,35,United-States,5,3,1,3,1,0,1,False,0,True,1,0,0,0,0
807,25,Private,632834,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,1,0,1,0,1,1,1,False,0,True,1,0,0,0,0
808,48,Private,207540,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,99999,0,60,United-States,1,3,1,0,2,0,1,False,0,True,3,3,0,0,1
809,48,Private,75619,HS-grad,9,Divorced,Transport-moving,Other-relative,White,Male,0,0,60,United-States,1,0,2,11,4,0,1,False,0,True,3,0,0,0,0
810,39,State-gov,141420,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,4,6,0,8,0,0,1,False,0,True,1,0,1,0,0
811,23,Private,311376,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,1,11,1,6,2,0,1,False,0,True,1,0,0,0,0
812,26,Private,414916,HS-grad,9,Never-married,Tech-support,Other-relative,White,Male,0,0,40,United-States,1,0,1,9,4,0,1,False,0,True,1,0,0,0,0
813,28,Private,129814,Some-college,10,Separated,Craft-repair,Unmarried,White,Male,0,0,50,United-States,1,6,4,0,3,0,1,False,0,True,3,3,0,0,0
814,53,Private,68684,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,1,0,0,11,0,0,1,False,0,True,1,0,1,0,0
815,25,Private,116044,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,1,0,1,9,2,0,1,False,0,True,1,0,0,0,0
